4,2,공손하고 다정하게,7,영상자료,"영상을 보고, 전화예절을 지키는 방법을 알아봅시다.",http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20170930_00190,20190624
4,2,공손하고 다정하게,8,평점,실내 예절을 하루동안 잘 지켜봅시다. ,,20190624
4,2,공손하고 다정하게,9,평점,식사가 끝나면 먹은 자리는 깨끗이 정리하고 의자는 식탁으로 밀어 넣도록 합시다.,,20190624
4,2,공손하고 다정하게,10,평점,음식을 받을 때 감사하다는 인사를 건네봅시다.,,20190624
4,3,아름다운 사람이 되는 길,1,서술,우리 반에서 책을 많이 읽는 내면적 아름다움을 가진 친구를 칭찬해 봅시다.,,20190624
4,3,아름다운 사람이 되는 길,2,서술,우리 반에서 자신에게 어울리는 옷을 입는 외면적 아름다움을 가진 친구를 칭찬해 봅시다.,,20190624
4,3,아름다운 사람이 되는 길,3,서술,우리 반에서 고운 말을 사용하거나 예의가 바른 도덕적으로 아름다움을 가진 친구를 칭찬해 봅시다.,,20190624
4,3,아름다운 사람이 되는 길,4,영상자료,아름다움이란 무엇일지 영상을 보고 생각해 봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20170924_00102,20190624
4,3,아름다운 사람이 되는 길,5,평점,몸을 튼튼히 하여 외면적 아름다움을 가꾸기 위해 줄넘기를 20분동안 해 봅시다. ,,20190624
4,3,아름다운 사람이 되는 길,6,평점,도덕적 아름다움을 가꾸기 위해 어려운 친구를 도와줍시다.,,20190624
4,3,아름다운 사람이 되는 길,7,평점,내면적 아름다움을 가꾸기 위해 책을 30분 읽어봅시다.,,20190624
4,3,아름다운 사람이 되는 길,8,평점,우리 반을 위해 봉사해 봅시다.,,20190624
4,3,아름다운 사람이 되는 길,9,읽기자료,아름다움은 그것을 볼 줄 아는 사람에게만 보인다. -정약용-,,20190624
4,3,아름다운 사람이 되는 길,10,서술,친구의 아름다움에 대해 칭찬해 봅시다.,,20190624
4,4,힘과 마음을 모아서,1,읽기자료,개미가 절구통을 물어 간다. -속담-,,20190624
4,4,힘과 마음을 모아서,2,서술,일상생활에서 어려움을 이겨 내기 위해 서로를 도운 적이 있는지 적어봅시다.,,20190624
4,4,힘과 마음을 모아서,3,영상자료,성실하고 협동을 잘하는 개미 친구들의 영상을 시청해 봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111107_00029,20190624
4,4,힘과 마음을 모아서,4,읽기자료,숯불도 한 덩이는 쉬 꺼진다. -속담-,,20190624
4,4,힘과 마음을 모아서,5,평점,협동하여 교실 청소를 해 봅시다.,,20190624
4,4,힘과 마음을 모아서,6,평점,친구가 무거운 물건을 들고 갈 때 협동해 봅시다.,,20190624
4,4,힘과 마음을 모아서,7,서술,친구와 함께 하얀 종이(A4)를 들어봅시다. 어떤 느낌이 들까요?,,20190624
4,4,힘과 마음을 모아서,8,평점,학교 수업을 마치고 집에 갈 때 친구와 함께 가 봅시다.,,20190624
4,4,힘과 마음을 모아서,9,평점,속상했던 일을 짝에게 이야기 해 봅시다.,,20190624
4,4,힘과 마음을 모아서,10,평점,기쁜 일을 짝에게 이야기 해 봅시다.,,20190624
4,5,하나 되는 우리,1,영상자료,우리의 소원인 통일의 의미에 대해 알아봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120126_00377,20190624
4,5,하나 되는 우리,2,영상자료,우리의 평화통일의 위한 노력을 알아봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110309_A0073,20190624
4,5,하나 되는 우리,3,영상자료,이산가족의 아픔에 대해 영상을 통해 알아봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120314_00346,20190624
4,5,하나 되는 우리,4,읽기자료,"2009년 식품 영양학 박사 학위를 받아 여성 탈북자 출신 박사 1호가된 이애란 박사는 ""남북한 통일은 밥상에서부터""라는 구호 아래 북한 전통음식문화연구원(현 자유통일문화원)을 차렸다.",,20190624
4,5,하나 되는 우리,5,서술,통일을 하면 어떤 점이 좋을 지 생각해봅시다.,,20190624
4,5,하나 되는 우리,6,영상자료,북한 이탈 주민의 배려에 대해 생각해봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111029_00029,20190624
4,5,하나 되는 우리,7,평점,남북 분단으로 피해를 입은 분들의 아픔에 대해 생각해봅시다.,,20190624
4,5,하나 되는 우리,8,영상자료,통일이 필요한 이유에 대해 영상을 보고 생각해봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20181031_00044,20190624
4,5,하나 되는 우리,9,서술,통일을 위해 우리는 어떤 마음가짐을 가져야 할까요?,,20190624
4,5,하나 되는 우리,10,읽기자료,<삼천만 동포에게 읍고함> 마음속의 38도선이 무너져야 땅 위의 38도선도 없어질 수 있다. 나는 통일된 조국을 건설하려다 38도선을 베고 쓰러질지언정 일신에 구차한 안일을 취하여 단독 정부를 세우는 데는 협력하지 아니하겠다.  -김구-,,20190624
4,6,함께 꿈꾸는 무지개 세상,1,읽기자료,캐나다 미국 등 서양 문화권에서는 화장실 문이 닫혀 있으면 사람이 있다는 뜻이므로 닫힌 화장실 문에 노크하는 것은 예의에 어긋난 행동이다.,,20190624
4,6,함께 꿈꾸는 무지개 세상,2,읽기자료,베트남에서는 어깨를 신성하게 여기므로 함부로 만져서는 안된다.,,20190624
4,6,함께 꿈꾸는 무지개 세상,3,영상자료,다문화 가정의 어려움에 대한 영상을 살펴봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120208_00298,20190624
4,6,함께 꿈꾸는 무지개 세상,4,평점,음식을 맨손으로 먹어봅시다. ,,20190624
4,6,함께 꿈꾸는 무지개 세상,5,평점,친구와 인사를 할 때 껴안아봅시다.,,20190624
4,6,함께 꿈꾸는 무지개 세상,6,평점,나와 다른 종교를 가진 사람과 이야기 해 봅시다.,,20190624
4,6,함께 꿈꾸는 무지개 세상,7,평점,나와 다르게 생겼다고 해서 멀리하거나 차별한 경우가 있습니까?,,20190624
4,6,함께 꿈꾸는 무지개 세상,8,서술,서양에 놀러갔는데 동양인이라고 무시당하면 어떤 느낌이 들까요?,,20190624
4,6,함께 꿈꾸는 무지개 세상,9,서술,외국 사람들이 김치 냄새를 싫어하면 어떤 느낌이 들까요?,,20190624
4,6,함께 꿈꾸는 무지개 세상,10,서술,차별과 차이는 어떻게 다를까요?,,20190624
